film,year_film,year_ceremony,category,imdb_score_x,num_voted_users_x,budget_x,language_x,country_x,gross_x,genres_x,num_user_for_reviews_x,duration_x,director_name
King Kong,2005,2006,VISUAL EFFECTS,7.2,316020,207000000.0,English,New Zealand,218051260,Action|Adventure|Drama|Romance,2618,201,Peter Jackson
King Kong,2005,2006,VISUAL EFFECTS,7.2,316020,207000000.0,English,New Zealand,218051260,Action|Adventure|Drama|Romance,2618,201,Peter Jackson
King Kong,2005,2006,VISUAL EFFECTS,7.2,316020,207000000.0,English,New Zealand,218051260,Action|Adventure|Drama|Romance,2618,201,Peter Jackson
King Kong,2005,2006,SOUND EDITING,7.2,316027,207000000.0,English,New Zealand,218051260,Action|Adventure|Drama|Romance,2618,201,Peter Jackson
King Kong,2005,2006,SOUND EDITING,7.2,316027,207000000.0,English,New Zealand,218051260,Action|Adventure|Drama|Romance,2618,201,Peter Jackson
King Kong,2005,2006,SOUND EDITING,7.2,316027,207000000.0,English,New Zealand,218051260,Action|Adventure|Drama|Romance,2618,201,Peter Jackson
King Kong,2005,2006,SOUND MIXING,7.2,316027,207000000.0,English,New Zealand,218051260,Action|Adventure|Drama|Romance,2618,201,Peter Jackson
King Kong,2005,2006,SOUND MIXING,7.2,316027,207000000.0,English,New Zealand,218051260,Action|Adventure|Drama|Romance,2618,201,Peter Jackson
King Kong,2005,2006,SOUND MIXING,7.2,316027,207000000.0,English,New Zealand,218051260,Action|Adventure|Drama|Romance,2618,201,Peter Jackson
King Kong,2005,2006,VISUAL EFFECTS,7.2,316027,207000000.0,English,New Zealand,218051260,Action|Adventure|Drama|Romance,2618,201,Peter Jackson
King Kong,2005,2006,VISUAL EFFECTS,7.2,316027,207000000.0,English,New Zealand,218051260,Action|Adventure|Drama|Romance,2618,201,Peter Jackson
King Kong,2005,2006,VISUAL EFFECTS,7.2,316027,207000000.0,English,New Zealand,218051260,Action|Adventure|Drama|Romance,2618,201,Peter Jackson
8 Mile,2002,2003,MUSIC (Original Song),7.0,187181,41000000.0,English,USA,116724075,Drama|Music,564,110,Curtis Hanson
The Young Victoria,2009,2010,COSTUME DESIGN,7.3,44931,35000000.0,English,UK,10991381,Biography|Drama|History|Romance,100,100,Jean-Marc Vallée
Amores Perros,2000,2001,FOREIGN LANGUAGE FILM,8.1,173551,2000000.0,Spanish,Mexico,5383834,Drama|Thriller,361,115,Alejandro G. Iñárritu
Juno,2007,2008,WRITING (Original Screenplay),7.5,414335,7500000.0,English,USA,143492840,Comedy|Drama|Romance,881,96,Jason Reitman
Juno,2007,2008,WRITING (Original Screenplay),7.5,414335,7500000.0,English,USA,143492840,Comedy|Drama|Romance,881,96,Jason Reitman
Juno,2007,2008,WRITING (Original Screenplay),7.5,414345,7500000.0,English,USA,143492840,Comedy|Drama|Romance,881,96,Jason Reitman
Juno,2007,2008,WRITING (Original Screenplay),7.5,414345,7500000.0,English,USA,143492840,Comedy|Drama|Romance,881,96,Jason Reitman
The Lord of the Rings: The Return of the King,2003,2004,ART DIRECTION,8.9,1215718,94000000.0,English,USA,377019252,Action|Adventure|Drama|Fantasy,3189,192,Peter Jackson
The Lord of the Rings: The Return of the King,2003,2004,BEST PICTURE,8.9,1215718,94000000.0,English,USA,377019252,Action|Adventure|Drama|Fantasy,3189,192,Peter Jackson
The Lord of the Rings: The Return of the King,2003,2004,COSTUME DESIGN,8.9,1215718,94000000.0,English,USA,377019252,Action|Adventure|Drama|Fantasy,3189,192,Peter Jackson
The Lord of the Rings: The Return of the King,2003,2004,DIRECTING,8.9,1215718,94000000.0,English,USA,377019252,Action|Adventure|Drama|Fantasy,3189,192,Peter Jackson
The Lord of the Rings: The Return of the King,2003,2004,FILM EDITING,8.9,1215718,94000000.0,English,USA,377019252,Action|Adventure|Drama|Fantasy,3189,192,Peter Jackson
The Lord of the Rings: The Return of the King,2003,2004,MAKEUP,8.9,1215718,94000000.0,English,USA,377019252,Action|Adventure|Drama|Fantasy,3189,192,Peter Jackson
The Lord of the Rings: The Return of the King,2003,2004,MUSIC (Original Score),8.9,1215718,94000000.0,English,USA,377019252,Action|Adventure|Drama|Fantasy,3189,192,Peter Jackson
The Lord of the Rings: The Return of the King,2003,2004,MUSIC (Original Song),8.9,1215718,94000000.0,English,USA,377019252,Action|Adventure|Drama|Fantasy,3189,192,Peter Jackson
The Lord of the Rings: The Return of the King,2003,2004,SOUND MIXING,8.9,1215718,94000000.0,English,USA,377019252,Action|Adventure|Drama|Fantasy,3189,192,Peter Jackson
The Lord of the Rings: The Return of the King,2003,2004,VISUAL EFFECTS,8.9,1215718,94000000.0,English,USA,377019252,Action|Adventure|Drama|Fantasy,3189,192,Peter Jackson
The Lord of the Rings: The Return of the King,2003,2004,WRITING (Adapted Screenplay),8.9,1215718,94000000.0,English,USA,377019252,Action|Adventure|Drama|Fantasy,3189,192,Peter Jackson
The Lord of the Rings: The Two Towers,2002,2003,SOUND EDITING,8.7,1100446,94000000.0,English,USA,340478898,Action|Adventure|Drama|Fantasy,2417,172,Peter Jackson
The Lord of the Rings: The Two Towers,2002,2003,VISUAL EFFECTS,8.7,1100446,94000000.0,English,USA,340478898,Action|Adventure|Drama|Fantasy,2417,172,Peter Jackson
The Lord of the Rings: The Fellowship of the Ring,2001,2002,CINEMATOGRAPHY,8.8,1238746,93000000.0,English,New Zealand,313837577,Action|Adventure|Drama|Fantasy,5060,171,Peter Jackson
The Lord of the Rings: The Fellowship of the Ring,2001,2002,MAKEUP,8.8,1238746,93000000.0,English,New Zealand,313837577,Action|Adventure|Drama|Fantasy,5060,171,Peter Jackson
The Lord of the Rings: The Fellowship of the Ring,2001,2002,MUSIC (Original Score),8.8,1238746,93000000.0,English,New Zealand,313837577,Action|Adventure|Drama|Fantasy,5060,171,Peter Jackson
The Lord of the Rings: The Fellowship of the Ring,2001,2002,VISUAL EFFECTS,8.8,1238746,93000000.0,English,New Zealand,313837577,Action|Adventure|Drama|Fantasy,5060,171,Peter Jackson
Pollock,2000,2001,ACTOR IN A LEADING ROLE,7.0,23023,6000000.0,English,USA,8596914,Biography|Drama,148,122,Ed Harris
Pollock,2000,2001,ACTRESS IN A SUPPORTING ROLE,7.0,23023,6000000.0,English,USA,8596914,Biography|Drama,148,122,Ed Harris
Crash,2005,2006,BEST PICTURE,7.9,361169,6500000.0,English,Germany,54557348,Crime|Drama|Thriller,1624,115,Paul Haggis
Crash,2005,2006,BEST PICTURE,7.9,361169,6500000.0,English,Germany,54557348,Crime|Drama|Thriller,1624,115,Paul Haggis
Crash,2005,2006,BEST PICTURE,7.9,361169,6500000.0,English,Germany,54557348,Crime|Drama|Thriller,1624,115,Paul Haggis
Crash,2005,2006,BEST PICTURE,7.9,361169,6500000.0,English,Germany,54557348,Crime|Drama|Thriller,1624,115,Paul Haggis
Crash,2005,2006,FILM EDITING,7.9,361169,6500000.0,English,Germany,54557348,Crime|Drama|Thriller,1624,115,Paul Haggis
Crash,2005,2006,FILM EDITING,7.9,361169,6500000.0,English,Germany,54557348,Crime|Drama|Thriller,1624,115,Paul Haggis
Crash,2005,2006,FILM EDITING,7.9,361169,6500000.0,English,Germany,54557348,Crime|Drama|Thriller,1624,115,Paul Haggis
Crash,2005,2006,FILM EDITING,7.9,361169,6500000.0,English,Germany,54557348,Crime|Drama|Thriller,1624,115,Paul Haggis
Crash,2005,2006,WRITING (Original Screenplay),7.9,361169,6500000.0,English,Germany,54557348,Crime|Drama|Thriller,1624,115,Paul Haggis
Crash,2005,2006,WRITING (Original Screenplay),7.9,361169,6500000.0,English,Germany,54557348,Crime|Drama|Thriller,1624,115,Paul Haggis
Crash,2005,2006,WRITING (Original Screenplay),7.9,361169,6500000.0,English,Germany,54557348,Crime|Drama|Thriller,1624,115,Paul Haggis
Crash,2005,2006,WRITING (Original Screenplay),7.9,361169,6500000.0,English,Germany,54557348,Crime|Drama|Thriller,1624,115,Paul Haggis
Training Day,2001,2002,ACTOR IN A LEADING ROLE,7.7,305929,45000000.0,English,USA,76261036,Crime|Drama|Thriller,633,122,Antoine Fuqua
The Emperor's New Groove,2000,2001,MUSIC (Original Song),7.3,128285,100000000.0,English,USA,89296573,Adventure|Animation|Comedy|Family|Fantasy,297,78,Mark Dindal
"Monsters, Inc.",2001,2002,MUSIC (Original Song),8.1,585659,115000000.0,English,USA,289907418,Adventure|Animation|Comedy|Family|Fantasy,593,92,Pete Docter
Spirited Away,2002,2003,ANIMATED FEATURE FILM,8.6,417971,19000000.0,Japanese,Japan,10049886,Adventure|Animation|Family|Fantasy,902,125,Hayao Miyazaki
There Will Be Blood,2007,2008,ACTOR IN A LEADING ROLE,8.1,372990,25000000.0,English,USA,40218903,Drama,1107,158,Paul Thomas Anderson
There Will Be Blood,2007,2008,CINEMATOGRAPHY,8.1,372990,25000000.0,English,USA,40218903,Drama,1107,158,Paul Thomas Anderson
The Incredibles,2004,2005,ANIMATED FEATURE FILM,8.0,479166,92000000.0,English,USA,261437578,Action|Adventure|Animation|Family,815,115,Brad Bird
The Incredibles,2004,2005,SOUND EDITING,8.0,479166,92000000.0,English,USA,261437578,Action|Adventure|Animation|Family,815,115,Brad Bird
Space Cowboys,2000,2001,SOUND EDITING,6.4,60165,65000000.0,English,USA,90454043,Action|Adventure|Thriller,326,130,Clint Eastwood
The Dark Knight,2008,2009,ACTOR IN A SUPPORTING ROLE,9.0,1676169,185000000.0,English,USA,533316061,Action|Crime|Drama|Thriller,4667,152,Christopher Nolan
The Dark Knight,2008,2009,SOUND EDITING,9.0,1676169,185000000.0,English,USA,533316061,Action|Crime|Drama|Thriller,4667,152,Christopher Nolan
Star Trek,2009,2010,MAKEUP,8.0,504419,150000000.0,English,USA,257704099,Action|Adventure|Sci-Fi,1559,127,J.J. Abrams
"Crouching Tiger, Hidden Dragon",2000,2001,ART DIRECTION,7.9,217740,15000000.0,Mandarin,Taiwan,128067808,Action|Drama|Romance,1641,120,Ang Lee
"Crouching Tiger, Hidden Dragon",2000,2001,BEST PICTURE,7.9,217740,15000000.0,Mandarin,Taiwan,128067808,Action|Drama|Romance,1641,120,Ang Lee
"Crouching Tiger, Hidden Dragon",2000,2001,CINEMATOGRAPHY,7.9,217740,15000000.0,Mandarin,Taiwan,128067808,Action|Drama|Romance,1641,120,Ang Lee
"Crouching Tiger, Hidden Dragon",2000,2001,COSTUME DESIGN,7.9,217740,15000000.0,Mandarin,Taiwan,128067808,Action|Drama|Romance,1641,120,Ang Lee
"Crouching Tiger, Hidden Dragon",2000,2001,DIRECTING,7.9,217740,15000000.0,Mandarin,Taiwan,128067808,Action|Drama|Romance,1641,120,Ang Lee
"Crouching Tiger, Hidden Dragon",2000,2001,FILM EDITING,7.9,217740,15000000.0,Mandarin,Taiwan,128067808,Action|Drama|Romance,1641,120,Ang Lee
"Crouching Tiger, Hidden Dragon",2000,2001,FOREIGN LANGUAGE FILM,7.9,217740,15000000.0,Mandarin,Taiwan,128067808,Action|Drama|Romance,1641,120,Ang Lee
"Crouching Tiger, Hidden Dragon",2000,2001,MUSIC (Original Score),7.9,217740,15000000.0,Mandarin,Taiwan,128067808,Action|Drama|Romance,1641,120,Ang Lee
"Crouching Tiger, Hidden Dragon",2000,2001,MUSIC (Original Song),7.9,217740,15000000.0,Mandarin,Taiwan,128067808,Action|Drama|Romance,1641,120,Ang Lee
"Crouching Tiger, Hidden Dragon",2000,2001,WRITING (Screenplay Based on Material Previously Produced or Published),7.9,217740,15000000.0,Mandarin,Taiwan,128067808,Action|Drama|Romance,1641,120,Ang Lee
Monster,2003,2004,ACTRESS IN A LEADING ROLE,7.3,105568,4500000.0,English,USA,34468224,Biography|Crime|Drama|Thriller,533,109,Patty Jenkins
Elizabeth: The Golden Age,2007,2008,COSTUME DESIGN,6.9,54787,55000000.0,English,UK,16264475,Biography|Drama|History|War,216,114,Shekhar Kapur
No Man's Land,2001,2002,FOREIGN LANGUAGE FILM,7.9,48495,2000000.0,Serbo-Croatian,Bosnia and Herzegovina,4858869,Comedy|Drama|War,190,98,Agnès Jaoui
The Curious Case of Benjamin Button,2008,2009,ART DIRECTION,7.8,459346,150000000.0,English,USA,127490802,Drama|Fantasy|Romance,822,166,David Fincher
The Curious Case of Benjamin Button,2008,2009,MAKEUP,7.8,459346,150000000.0,English,USA,127490802,Drama|Fantasy|Romance,822,166,David Fincher
The Curious Case of Benjamin Button,2008,2009,VISUAL EFFECTS,7.8,459346,150000000.0,English,USA,127490802,Drama|Fantasy|Romance,822,166,David Fincher
Babel,2006,2007,MUSIC (Original Score),7.5,243799,25000000.0,English,France,34300771,Drama,908,143,Alejandro G. Iñárritu
Dancer in the Dark,2000,2001,MUSIC (Original Song),8.0,79330,12800000.0,English,Denmark,4157491,Crime|Drama|Musical,690,140,Lars von Trier
Almost Famous,2000,2001,ACTRESS IN A SUPPORTING ROLE,7.9,207287,60000000.0,English,USA,32522352,Adventure|Comedy|Drama|Music,822,152,Cameron Crowe
Almost Famous,2000,2001,ACTRESS IN A SUPPORTING ROLE,7.9,207287,60000000.0,English,USA,32522352,Adventure|Comedy|Drama|Music,822,152,Cameron Crowe
Almost Famous,2000,2001,FILM EDITING,7.9,207287,60000000.0,English,USA,32522352,Adventure|Comedy|Drama|Music,822,152,Cameron Crowe
Almost Famous,2000,2001,WRITING (Screenplay Written Directly for the Screen),7.9,207287,60000000.0,English,USA,32522352,Adventure|Comedy|Drama|Music,822,152,Cameron Crowe
Monster's Ball,2001,2002,ACTRESS IN A LEADING ROLE,7.1,71495,4000000.0,English,USA,31252964,Drama|Romance,522,112,Marc Forster
Lost in Translation,2003,2004,WRITING (Original Screenplay),7.8,321283,4000000.0,English,USA,44566004,Drama,1848,101,Sofia Coppola
Dreamgirls,2006,2007,ACTRESS IN A SUPPORTING ROLE,6.5,55901,70000000.0,English,USA,103338338,Drama|Music|Musical,503,130,Bill Condon
Dreamgirls,2006,2007,SOUND MIXING,6.5,55901,70000000.0,English,USA,103338338,Drama|Music|Musical,503,130,Bill Condon
Meet the Parents,2000,2001,MUSIC (Original Song),7.0,260442,55000000.0,English,USA,166225040,Comedy,507,108,Jay Roach
Pearl Harbor,2001,2002,SOUND EDITING,6.1,254111,140000000.0,English,USA,198539855,Action|Drama|History|Romance|War,1999,184,Michael Bay
The Taste of Others,2000,2001,FOREIGN LANGUAGE FILM,7.2,10264,10200000,French,France,1021938,Comedy|Drama|Romance,53,112,Tim Burton
The Pianist,2002,2003,ACTOR IN A LEADING ROLE,8.5,497946,35000000.0,English,France,32519322,Biography|Drama|War,761,150,Roman Polanski
The Pianist,2002,2003,DIRECTING,8.5,497946,35000000.0,English,France,32519322,Biography|Drama|War,761,150,Roman Polanski
The Pianist,2002,2003,WRITING (Adapted Screenplay),8.5,497946,35000000.0,English,France,32519322,Biography|Drama|War,761,150,Roman Polanski
Inglourious Basterds,2009,2010,ACTOR IN A SUPPORTING ROLE,8.3,885175,75000000.0,English,USA,120523073,Adventure|Drama|War,1527,153,Quentin Tarantino
Up,2009,2010,ANIMATED FEATURE FILM,8.3,665575,175000000.0,English,USA,292979556,Adventure|Animation|Comedy|Family,704,96,Pete Docter
Up,2009,2010,MUSIC (Original Score),8.3,665575,175000000.0,English,USA,292979556,Adventure|Animation|Comedy|Family,704,96,Pete Docter
Eternal Sunshine of the Spotless Mind,2004,2005,WRITING (Original Screenplay),8.3,666937,20000000.0,English,USA,34126138,Drama|Fantasy|Romance|Sci-Fi,1514,108,Michel Gondry
102 Dalmatians,2000,2001,COSTUME DESIGN,4.8,26413,85000000.0,English,USA,66941559,Adventure|Comedy|Family,77,100,Kevin Lima
An Inconvenient Truth,2006,2007,MUSIC (Original Song),7.5,67654,1500000.0,English,USA,23808111,Documentary,504,96,Davis Guggenheim
Requiem for a Dream,2000,2001,ACTRESS IN A LEADING ROLE,8.4,573541,4500000.0,English,USA,3609278,Drama,1916,102,Darren Aronofsky
WALL-E,2008,2009,ANIMATED FEATURE FILM,8.4,1179643,180000000.0,English,USA,521311890,Animation|Adventure|Family|Sci-Fi,1517,98,Andrew Stanton
Lemony Snicket's A Series of Unfortunate Events,2004,2005,MAKEUP,6.8,218695,140000000.0,English,USA,211468235,Adventure|Comedy|Family|Fantasy,668,108,Brad Silberling
Dr. Seuss' How the Grinch Stole Christmas,2000,2001,ART DIRECTION,6.3,286200,123000000.0,English,USA,346524444,Comedy|Family|Fantasy,724,104,Ron Howard
Dr. Seuss' How the Grinch Stole Christmas,2000,2001,COSTUME DESIGN,6.3,286200,123000000.0,English,USA,346524444,Comedy|Family|Fantasy,724,104,Walter Salles
Dr. Seuss' How the Grinch Stole Christmas,2000,2001,MAKEUP,6.3,286200,123000000.0,English,USA,346524444,Comedy|Family|Fantasy,724,104,Baz Luhrmann
Moulin Rouge,2001,2002,ART DIRECTION,7.6,296420,50000000.0,English,Australia,184928542,Drama|Musical|Romance,2417,127,Roland Joffé
Moulin Rouge,2001,2002,COSTUME DESIGN,7.6,296420,50000000.0,English,Australia,184928542,Drama|Musical|Romance,2417,127,Nick Park and Steve Box
Sweeney Todd The Demon Barber of Fleet Street,2007,2008,ART DIRECTION,7.3,383235,50000000.0,English,UK,153383627,Drama|Horror|Musical|Thriller,928,116,Olivier Dahan
Vatel,2000,2001,ART DIRECTION,6.6,8176,36000000.0,English,France,184301,Biography|Drama|History|Romance,47,103,Julian Schnabel
Wallace & Gromit in The Curse of the Were-Rabbit,2005,2006,ANIMATED FEATURE FILM,7.5,144505,30000000.0,English,UK,192641209,Animation|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,361,85,Spike Jonze
La Vie en Rose,2007,2008,ACTRESS IN A LEADING ROLE,7.6,90079,25000000.0,French,France,87484847,Biography,1,130,Lee Daniels
La Vie en Rose,2007,2008,MAKEUP,7.6,90079,25000000.0,French,France,87484847,Biography,1,130,Pedro Almodóvar
Adaptation,2002,2003,ACTOR IN A SUPPORTING ROLE,7.7,200702,19000000.0,English,USA,32801173,Comedy|Drama,791,115,Danis Tanović
Precious: Based on the Novel 'Push' by Sapphire,2009,2010,ACTRESS IN A SUPPORTING ROLE,7.3,115251,10000000.0,English,USA,63649529,Drama,340,110,Yojiro Takita
Precious: Based on the Novel 'Push' by Sapphire,2009,2010,WRITING (Adapted Screenplay),7.3,115251,10000000.0,English,USA,63649529,Drama,340,110,Jan Hřebejk
Divided We Fall,2000,2001,FOREIGN LANGUAGE FILM,7.6,5347,270000,Czech,Czech Republic,2046440,Comedy|Drama|War,67,117,Brad Silberling
Everybody Famous!,2000,2001,FOREIGN LANGUAGE FILM,6.9,3319,1870000,Flemish,Belgium,97353,Comedy|Drama|Music,38,97,Ron Howard
Mal¨¨na,2000,2001,CINEMATOGRAPHY,7.4,110246,10000000,Italian,Italy,14493284,Drama|Romance|War,301,108,Walter Salles
Mal¨¨na,2000,2001,MUSIC (Original Score),7.4,110246,10000000,Italian,Italy,14493284,Drama|Romance|War,301,108,Baz Luhrmann